WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Bagepalli,IN,13.7847,77.7931,65.55,94,92,5.23,overcast clouds
347,Collie,AU,-33.3667,116.15,63.75,58,81,7.07,broken clouds
348,Ippy,CF,6.2679,21.2247,75.09,65,100,1.5,overcast clouds
349,Tula,RU,54.2044,37.6111,26.92,95,100,9.78,overcast clouds
350,Strenci,LV,57.6257,25.6854,26.17,93,100,5.68,overcast clouds
351,Edinburg,GB,55.9521,-3.1965,49.05,82,0,8.01,clear sky
352,Coruripe,BR,-10.1256,-36.1756,78.03,81,100,15.28,light rain
353,Nanortalik,GL,60.1432,-45.2371,35.11,74,100,6.93,overcast clouds
354,Coquimbo,CL,-29.9533,-71.3436,60.53,82,0,6.91,clear sky
355,Lerwick,GB,60.1545,-1.1494,50.0,87,0,22.75,clear sky
356,Lavrentiya,RU,65.5833,-171.0,15.21,85,98,13.6,overcast clouds
357,West Bay,KY,19.3667,-81.4167,82.47,83,20,9.22,few clouds
358,Lufilufi,WS,-13.8745,-171.5986,81.45,74,4,10.33,clear sky
359,Yeppoon,AU,-23.1333,150.7333,85.78,57,4,9.35,clear sky
360,Brazzaville,CG,-4.2658,15.2832,72.79,98,100,3.18,light rain
361,Yar-Sale,RU,66.8333,70.8333,-1.37,97,100,8.32,overcast clouds
362,Peleduy,RU,59.6289,112.7406,-27.38,100,100,0.29,overcast clouds
363,Ust-Nera,RU,64.5667,143.2,-26.28,96,100,2.75,overcast clouds
364,Kattivakkam,IN,13.2167,80.3167,77.09,85,93,3.2,overcast clouds
365,Kodinsk,RU,58.6881,99.1844,-22.31,97,100,5.06,overcast clouds
366,Yar,RU,58.249,52.1026,13.66,94,100,9.69,light snow
367,Paamiut,GL,61.994,-49.6678,26.98,77,21,13.71,few clouds
368,Shaunavon,CA,49.6501,-108.4181,44.89,54,100,20.11,overcast clouds
369,Denpasar,ID,-8.65,115.2167,82.06,83,20,4.61,few clouds
370,La Tuque,CA,47.4334,-72.7824,30.88,83,100,14.27,overcast clouds
371,Helong,CN,42.5397,128.9972,21.02,62,6,14.56,clear sky
372,Bentiu,SS,9.2333,29.8333,72.95,31,9,5.79,clear sky
373,Parabel,RU,58.6978,81.4825,-22.95,96,14,10.04,few clouds
374,Cidreira,BR,-30.1811,-50.2056,68.05,82,0,9.01,clear sky
375,Waingapu,ID,-9.6567,120.2641,84.94,69,100,5.26,overcast clouds
376,Mogadishu,SO,2.0371,45.3438,78.89,76,97,8.5,overcast clouds
377,Verkhoyansk,RU,67.5447,133.385,-37.34,100,96,1.68,overcast clouds
378,Visnes,NO,59.3556,5.2242,48.22,93,75,12.66,broken clouds
379,Marawi,PH,7.9986,124.2928,77.5,72,59,1.79,broken clouds
380,Bobrovskiy,RU,56.6732,60.9807,-14.64,84,40,4.47,light snow
381,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.95,89,93,9.66,overcast clouds
382,Demba,CD,-5.51,22.2667,67.86,99,100,1.57,overcast clouds
383,Igaracu Do Tiete,BR,-22.5092,-48.5578,63.61,74,0,12.68,clear sky
384,Batagay,RU,67.6333,134.6333,-38.15,97,92,3.27,overcast clouds
385,San Policarpo,PH,12.1791,125.5072,82.85,77,77,8.55,broken clouds
386,Williams Lake,CA,52.1415,-122.1445,30.06,80,41,1.99,scattered clouds
387,Xudat,AZ,41.631,48.681,52.38,84,100,2.42,overcast clouds
388,Sisimiut,GL,66.9395,-53.6735,15.91,86,71,10.18,broken clouds
389,Kainantu,PG,-6.2887,145.8655,76.26,55,96,4.85,overcast clouds
390,Brigantine,US,39.4101,-74.3646,50.02,63,0,12.66,clear sky
391,Namatanai,PG,-3.6667,152.4333,85.8,63,62,4.83,broken clouds
392,Tay Ninh,VN,11.3,106.1,78.78,86,46,3.33,scattered clouds
393,Mountain Home,US,43.133,-115.6912,36.88,60,0,3.44,clear sky
394,Bay Roberts,CA,47.5999,-53.2648,32.5,92,62,1.01,broken clouds
395,Luderitz,NA,-26.6481,15.1594,58.66,69,0,24.52,clear sky
396,Teya,RU,60.3778,92.6267,-34.4,100,90,2.75,overcast clouds
397,Roma,US,43.2128,-75.4557,40.82,76,100,9.22,overcast clouds
398,Tangzhai,CN,34.4328,116.5911,51.71,47,5,16.22,clear sky
399,Bara,NG,10.3744,10.7288,68.83,25,17,6.91,few clouds
400,Mtambile,TZ,-5.3833,39.7,76.89,82,82,9.64,light rain
401,Gaoua,BF,10.2992,-3.2508,71.94,24,0,2.93,clear sky
402,Amarillo,US,35.222,-101.8313,42.1,48,100,6.91,overcast clouds
403,Yartsevo,RU,55.0667,32.6964,25.66,96,100,8.3,light snow
404,Nha Trang,VN,12.25,109.1833,75.2,87,100,4.63,light rain
405,Xiaolingwei,CN,32.0333,118.85,61.63,68,0,3.04,clear sky
406,Morant Bay,JM,17.8815,-76.4093,78.89,83,23,7.34,few clouds
407,Vao,NC,-22.6667,167.4833,72.57,69,55,14.67,broken clouds
408,Quebo,GW,11.3333,-14.9333,73.18,68,100,3.11,overcast clouds
409,Santa Cruz,BO,-17.8,-63.1667,78.26,41,2,4.61,clear sky
410,Cockburn Town,TC,21.4612,-71.1419,78.76,69,20,5.75,few clouds
411,Shizunai,JP,42.3339,142.3669,53.98,79,100,19.01,overcast clouds
412,Les Cayes,HT,18.2,-73.75,76.6,83,5,1.7,clear sky
413,De Aar,ZA,-30.6497,24.0123,58.41,59,100,16.53,overcast clouds
414,Vondrozo,MG,-22.8167,47.2833,64.53,98,71,0.2,broken clouds
415,Iskateley,RU,67.6803,53.1512,13.37,94,50,10.49,scattered clouds
416,Coahuayana,MX,18.7333,-103.6833,75.15,86,12,1.14,light rain
417,Alihe,CN,50.5667,123.7167,9.37,89,97,3.31,overcast clouds
418,Bodaybo,RU,57.8506,114.1933,-16.46,100,100,1.05,overcast clouds
419,Viedma,AR,-40.8135,-62.9967,66.45,55,100,12.33,overcast clouds
420,Piacabucu,BR,-10.4056,-36.4344,78.62,81,100,15.43,moderate rain
421,Tumbi,TZ,-5.0667,32.7333,67.3,59,29,6.33,scattered clouds
422,Hovsan,AZ,40.3744,50.0853,57.33,100,40,4.61,scattered clouds
423,Brownsville,US,25.9018,-97.4975,62.98,99,100,11.5,overcast clouds
424,Waipawa,NZ,-41.4122,175.5153,63.52,49,98,14.85,overcast clouds
425,Mayo,US,38.8876,-76.5119,52.95,55,0,9.22,clear sky
426,Half Moon Bay,US,37.4636,-122.4286,66.06,57,40,6.91,scattered clouds
427,Limbang,MY,4.75,115.0,80.71,74,36,2.89,scattered clouds
428,Matadi,CD,-5.8167,13.45,75.72,96,100,2.77,light rain
429,Krutinka,RU,56.0055,71.5113,-14.39,89,6,7.34,clear sky
430,Narsaq,GL,60.9167,-46.05,44.82,63,100,11.01,overcast clouds
431,Laredo,US,27.5064,-99.5075,57.49,100,100,8.05,mist
432,Chapais,CA,49.7834,-74.8492,23.02,93,97,9.71,overcast clouds
433,The Valley,AI,18.217,-63.0578,80.1,72,0,15.41,clear sky
434,Baiyin,CN,36.5583,104.2081,35.17,33,70,3.33,broken clouds
435,Manta,EC,-0.95,-80.7333,73.18,78,100,10.36,overcast clouds
436,Kokopo,PG,-4.352,152.2633,85.24,65,68,8.03,broken clouds
437,Dese,ET,11.1333,39.6333,50.9,83,55,1.41,broken clouds
438,Pochutla,MX,15.7432,-96.4661,80.42,85,9,3.4,clear sky
439,Beloha,MG,-25.1667,45.05,72.7,86,6,1.97,clear sky
440,Kollam,IN,8.8833,76.6,76.06,83,52,5.12,broken clouds
441,Mahe,IN,11.7,75.5333,74.05,88,99,4.68,overcast clouds
442,Alekseyevka,RU,50.6309,38.6903,36.45,93,91,11.77,overcast clouds
443,Sabang,ID,5.8933,95.3214,81.55,73,94,20.51,overcast clouds
444,Aitape,PG,-3.1374,142.3475,86.56,65,38,3.91,scattered clouds
445,Ahipara,NZ,-35.1667,173.1667,65.46,61,92,6.91,overcast clouds
446,Odweyne,SO,9.4092,45.064,65.53,55,0,1.21,clear sky
447,Sao Filipe,CV,14.8961,-24.4956,75.4,66,0,11.21,clear sky
448,Nefteyugansk,RU,61.0998,72.6035,-19.25,91,100,5.82,overcast clouds
449,Batemans Bay,AU,-35.7167,150.1833,66.09,47,32,8.21,scattered clouds
450,Klaksvik,FO,62.2266,-6.589,49.12,88,5,19.22,clear sky
451,Qaqortoq,GL,60.7167,-46.0333,33.53,63,100,12.37,overcast clouds
452,Maragogi,BR,-9.0122,-35.2225,77.85,79,85,12.03,overcast clouds
453,Senador Jose Porfirio,BR,-2.5908,-51.9542,75.16,90,61,1.95,broken clouds
454,Boyuibe,BO,-20.4167,-63.2833,71.8,29,48,4.81,scattered clouds
455,Ponta Delgada,PT,37.7333,-25.6667,69.49,94,75,16.11,broken clouds
456,Suba,PH,10.8438,121.0102,83.12,73,100,6.8,overcast clouds
457,Zhezkazgan,KZ,47.8043,67.7144,14.52,74,6,17.47,clear sky
458,Mundo Nuevo,MX,18.7,-95.5,76.73,89,11,9.31,few clouds
459,Catamarca,AR,-28.4696,-65.7852,86.07,26,100,19.04,overcast clouds
460,Benghazi,LY,32.1167,20.0667,64.45,62,15,3.13,few clouds
461,Sorland,NO,67.667,12.6934,42.66,70,100,14.81,overcast clouds
462,Floro,NO,61.5996,5.0328,48.16,61,100,23.02,overcast clouds
463,Mollendo,PE,-17.0231,-72.0147,68.25,86,15,6.2,few clouds
464,Puerto Escondido,MX,15.85,-97.0667,79.9,81,85,5.44,overcast clouds
465,Uporovo,RU,56.3109,66.2693,-9.69,90,5,4.34,clear sky
466,Hambantota,LK,6.1241,81.1185,76.33,86,39,4.68,scattered clouds
467,Gigmoto,PH,13.7796,124.39,83.64,75,98,6.42,overcast clouds
468,Atar,MR,20.5169,-13.0499,73.24,15,48,8.46,scattered clouds
469,Ginda,IN,30.6945,78.4932,49.8,23,1,7.45,clear sky
470,Bouar,CF,5.934,15.596,67.68,46,29,2.71,scattered clouds
471,Margate,GB,51.3813,1.3862,45.7,89,100,1.01,overcast clouds
472,Uyutne,UA,45.1994,33.3014,50.14,90,100,12.28,light rain
473,Samarai,PG,-10.6167,150.6667,85.33,68,99,5.84,overcast clouds
474,Somerset East,ZA,-32.7217,25.588,48.18,90,17,4.85,few clouds
475,Aklavik,CA,68.2191,-135.0107,0.45,98,96,2.51,overcast clouds
476,Bjornevatn,NO,69.6672,29.9847,28.02,86,75,12.66,broken clouds
477,Kindu,CD,-2.95,25.95,69.51,100,100,3.76,moderate rain
478,Jatai,BR,-17.8814,-51.7144,74.25,45,45,5.97,scattered clouds
479,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,83,100,13.8,overcast clouds
480,Poum,NC,-20.2333,164.0167,77.77,71,58,6.93,broken clouds
481,San Pedro,PH,14.35,121.0167,83.35,72,65,7.25,broken clouds
482,General Pico,AR,-35.6566,-63.7568,78.13,38,4,9.46,clear sky
483,Riyadh,SA,24.6877,46.7219,67.69,38,0,7.47,clear sky
484,Monduli,TZ,-3.3,36.45,59.16,86,33,4.63,scattered clouds
485,Mpulungu,ZM,-8.7623,31.1141,73.96,60,100,7.63,overcast clouds
486,Naryan-Mar,RU,67.6713,53.087,13.51,94,47,10.47,scattered clouds
487,Katsuura,JP,35.1333,140.3,62.62,74,100,20.0,moderate rain
488,Kidal,ML,18.4411,1.4078,67.82,14,99,9.86,overcast clouds
489,Grodzisk Wielkopolski,PL,52.2276,16.3653,39.72,93,100,1.32,overcast clouds
490,Phalaborwa,ZA,-23.943,31.1411,70.11,90,100,6.98,light rain
491,Codrington,AU,-38.2667,141.9667,73.67,58,100,23.44,overcast clouds
492,Shu,KZ,43.5983,73.7614,33.46,91,9,6.17,clear sky
493,Port Moresby,PG,-9.4431,147.1797,86.27,66,64,4.68,broken clouds
494,Baturaja,ID,-4.1333,104.1667,77.74,83,91,2.42,overcast clouds
495,Kosino,RU,58.4127,51.2782,14.0,93,100,7.78,light snow
496,Bud,US,39.447,-86.1758,42.31,79,0,4.85,clear sky
497,Fuling,CN,29.7022,107.3919,61.57,77,0,1.16,clear sky
498,Ketchikan,US,55.3422,-131.6461,45.07,93,100,10.36,overcast clouds
499,Calabozo,VE,8.9242,-67.4293,78.01,74,52,3.53,broken clouds
500,Havoysund,NO,70.9963,24.6622,30.43,78,45,7.49,scattered clouds
501,Surt,LY,31.2089,16.5887,65.05,66,76,0.83,broken clouds
502,Angoche,MZ,-16.2325,39.9086,74.64,87,0,7.4,clear sky
503,Madang,PG,-5.2246,145.7966,87.89,58,99,1.83,overcast clouds
504,Mount Isa,AU,-20.7333,139.5,96.57,20,9,5.75,clear sky
505,Olafsvik,IS,64.8945,-23.7142,41.56,81,32,20.31,scattered clouds
506,Karratha,AU,-20.7377,116.8463,89.67,36,5,11.03,clear sky
507,Wangjing,IN,24.6,94.0333,58.98,74,0,0.27,clear sky
508,Challapata,BO,-18.9,-66.7667,50.04,38,6,15.9,clear sky
509,Beni Mazar,EG,28.4962,30.8029,60.4,62,0,6.85,clear sky
510,Aleksandrov Gay,RU,50.147,48.5704,35.71,88,100,13.22,overcast clouds
511,Shanghai,CN,31.2222,121.4581,64.27,80,0,7.0,mist
512,Shimoda,JP,34.6667,138.95,59.36,80,100,7.76,moderate rain
513,Lata,PT,40.1629,-8.3327,43.92,75,100,3.98,overcast clouds
514,Zhuhai,CN,22.2769,113.5678,73.18,94,40,9.22,scattered clouds
515,Port Blair,IN,11.6667,92.75,75.24,100,40,1.14,scattered clouds
516,Balsas,BR,-7.5325,-46.0356,73.62,93,100,3.44,overcast clouds
517,Mudgee,AU,-32.5943,149.5871,73.78,39,61,2.68,broken clouds
518,Vung Tau,VN,10.346,107.0843,80.62,83,81,9.51,broken clouds
519,Moron,AR,-34.6534,-58.6198,71.06,85,3,10.56,clear sky
520,Workington,GB,54.6425,-3.5441,51.82,100,100,19.37,overcast clouds
521,Selizharovo,RU,56.8519,33.4487,14.59,95,100,7.45,overcast clouds
522,Saint Pete Beach,US,27.7253,-82.7412,75.25,80,75,0.0,mist
523,Tymovskoye,RU,50.8456,142.655,33.51,73,100,13.8,snow
524,Rochegda,RU,62.8,43.25,3.88,98,58,2.37,broken clouds
525,Champerico,GT,14.3,-91.9167,80.37,75,90,1.68,light rain
526,Yining,CN,29.0361,114.5636,63.79,81,1,1.07,clear sky
527,Gidole,ET,5.65,37.3667,54.23,77,13,3.13,few clouds
528,Kenai,US,60.5544,-151.2583,21.15,93,0,4.61,fog
529,Kitimat,CA,54.0524,-128.6534,42.91,30,100,1.99,overcast clouds
530,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,88,100,19.95,light rain
531,Pangnirtung,CA,66.1451,-65.7125,-2.76,73,18,6.2,few clouds
532,Tazmalt,DZ,36.3868,4.3989,54.99,83,33,7.02,scattered clouds
533,Dauphin,CA,51.1494,-100.0502,37.17,86,100,8.61,overcast clouds
534,Joensuu,FI,62.6012,29.7632,19.89,93,100,8.05,overcast clouds
535,Trairi,BR,-3.2778,-39.2689,78.35,77,97,8.95,overcast clouds
536,Itacoatiara,BR,-3.1431,-58.4442,82.2,61,100,1.32,overcast clouds
537,Ambilobe,MG,-13.2,49.05,71.91,71,0,4.94,clear sky
538,Nador,MA,35.174,-2.9287,57.45,88,0,0.0,clear sky
539,Odemira,PT,37.598,-8.6397,56.16,69,50,4.97,scattered clouds
540,Kibungo,RW,-2.1597,30.5427,63.52,95,100,0.58,light rain
541,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.88,32,100,6.38,overcast clouds
542,Kirensk,RU,57.7853,108.1119,-32.08,100,84,3.06,broken clouds
543,San Carlos Del Zulia,VE,9.0,-71.9135,76.44,83,82,4.32,broken clouds
544,Casper,US,42.8666,-106.3131,39.79,48,0,20.71,clear sky
545,Buraydah,SA,26.326,43.975,66.33,59,17,10.13,few clouds
546,Port Shepstone,ZA,-30.7414,30.455,67.33,86,100,6.96,light rain
547,Dhidhdhoo,MV,6.8833,73.1,80.11,68,97,2.66,overcast clouds
548,Seryshevo,RU,51.0933,128.3786,10.74,94,100,11.39,light snow
549,Paita,PE,-5.0892,-81.1144,65.8,86,5,13.62,clear sky
550,Cayenne,GF,4.9333,-52.3333,77.04,94,97,2.3,overcast clouds
551,Nishihara,JP,26.1842,127.7558,76.28,83,75,19.57,broken clouds
552,Vestmanna,FO,62.1564,-7.1664,47.32,87,75,17.27,broken clouds
553,Alice Springs,AU,-23.7,133.8833,76.55,69,100,5.75,overcast clouds
554,San Martin,AR,-33.081,-68.4681,83.12,30,100,10.42,light rain
555,Wukari,NG,7.85,9.7833,72.63,28,38,3.78,scattered clouds
556,Sijunjung,ID,-0.6876,100.9537,76.33,81,100,2.24,overcast clouds
557,Mackenzie,CA,55.2999,-123.1698,29.35,91,95,5.26,overcast clouds
558,Houma,US,29.5958,-90.7195,66.2,96,100,5.01,overcast clouds
559,Bilma,NE,18.6853,12.9164,65.62,22,11,0.96,few clouds
560,Plettenberg Bay,ZA,-34.0527,23.3716,54.5,75,0,5.28,clear sky
561,Isla Mujeres,MX,21.2311,-86.731,78.85,79,100,9.64,overcast clouds
562,Bajil,YE,15.0584,43.2851,77.27,72,3,3.53,clear sky
563,Westerland,DE,54.9079,8.3033,46.42,93,20,8.05,few clouds
564,Sherbakul,RU,54.6316,72.3963,-12.01,89,6,9.1,clear sky
565,Sola,VU,-13.8833,167.55,82.27,70,71,10.18,broken clouds
566,Grong,NO,64.4654,12.3149,36.68,91,99,7.49,overcast clouds
567,Lagunas,PE,-5.2269,-75.6753,77.61,77,92,0.96,overcast clouds
568,Rantepao,ID,-2.9701,119.8978,78.71,68,99,1.45,overcast clouds
569,Berbera,SO,10.4396,45.0143,76.05,80,0,3.78,clear sky
570,Egvekinot,RU,66.3167,-179.1667,-0.04,83,100,10.47,overcast clouds
571,Hobyo,SO,5.3505,48.5268,78.62,75,10,9.95,clear sky
572,Skjervoy,NO,70.0311,20.9714,26.6,55,1,8.68,clear sky
573,Shar,KZ,49.5886,81.0453,-4.11,97,100,14.03,overcast clouds
574,Alofi,NU,-19.0595,-169.9187,78.58,76,3,11.14,clear sky
575,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,19,0,24.16,clear sky
576,King City,US,36.2127,-121.126,59.92,23,18,4.45,few clouds
577,Russell,US,32.3502,-85.1999,58.6,94,0,0.0,fog
578,Cuamba,MZ,-14.8031,36.5372,73.2,63,0,7.96,clear sky
579,Ahuimanu,US,21.4447,-157.8378,78.51,56,20,13.8,few clouds
580,Ocean City,US,39.2776,-74.5746,49.98,61,6,7.0,clear sky
581,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,89,97,7.99,overcast clouds
582,Jacupiranga,BR,-24.6925,-48.0022,62.71,95,35,1.99,scattered clouds
583,Hongjiang,CN,27.11,109.9956,66.18,77,0,1.32,clear sky
584,Pasni,PK,25.2631,63.471,76.33,40,90,1.72,overcast clouds
585,Mizan Teferi,ET,6.9833,35.5833,59.5,90,14,3.09,few clouds
586,Okha,RU,53.5739,142.9478,25.84,94,100,23.33,snow
587,Inuvik,CA,68.3499,-133.7218,0.14,98,100,1.7,overcast clouds
588,Hualmay,PE,-11.0964,-77.6139,67.75,85,88,9.28,overcast clouds
589,Stromness,GB,58.965,-3.296,46.36,86,100,11.99,overcast clouds
590,Agua Verde,MX,22.9,-106.05,69.89,65,0,13.6,clear sky
591,Marzuq,YE,14.4,46.4667,60.75,75,0,1.45,clear sky
592,Axim,GH,4.8699,-2.2405,77.65,86,34,8.03,moderate rain
593,Masvingo,ZW,-20.0637,30.8277,68.09,73,17,4.76,few clouds
594,Voznesenye,RU,61.0106,35.4781,18.23,87,20,5.48,few clouds
595,Kabo,CF,7.6994,18.629,74.88,35,24,3.87,few clouds
596,Alyangula,AU,-13.8483,136.4192,86.36,65,31,6.24,scattered clouds
597,Shahr-E Babak,IR,30.1165,55.1186,48.24,39,0,4.47,clear sky
598,Canutama,BR,-6.5339,-64.3831,74.25,98,100,1.9,overcast clouds
599,Sabha,LY,27.0377,14.4283,59.9,56,98,7.65,overcast clouds
600,Coolum Beach,AU,-26.5333,153.1,91.11,37,0,7.81,clear sky
601,Soloneshnoye,RU,51.6544,84.3197,-6.65,100,100,4.07,overcast clouds
602,Atyrau,KZ,47.1167,51.8833,35.62,87,100,22.37,mist
603,Harper,LR,4.375,-7.7169,78.03,84,2,6.98,clear sky
604,Lasa,IT,46.6166,10.7002,41.88,93,95,5.95,overcast clouds
605,Balabac,PH,7.9868,117.0645,83.48,73,63,8.41,broken clouds
606,Haines Junction,CA,60.7522,-137.5108,10.35,92,100,1.14,overcast clouds
607,Kadyy,RU,57.787,43.1903,9.79,98,83,3.67,broken clouds
608,Tautira,PF,-17.7333,-149.15,76.39,78,46,13.51,scattered clouds
609,Caxito,AO,-8.5785,13.6643,77.05,90,100,2.95,light rain
610,Kropotkin,RU,45.4375,40.5756,46.2,90,100,11.03,overcast clouds
611,Urumqi,CN,43.801,87.6005,29.35,80,75,2.24,mist
612,Ulaangom,MN,49.9811,92.0667,3.16,87,95,5.88,overcast clouds
613,Ayan,RU,56.45,138.1667,1.18,75,49,10.02,scattered clouds
614,Asifabad,IN,19.3667,79.2833,59.32,64,6,3.6,clear sky
615,Marathon,US,44.9,-89.7668,38.44,73,0,9.22,clear sky
616,Sembe,CG,1.6481,14.5806,70.68,95,100,2.26,overcast clouds
617,Amga,RU,60.8953,131.9608,-39.71,100,96,0.43,overcast clouds
618,Bonthe,SL,7.5264,-12.505,78.44,83,12,4.61,moderate rain
619,Podkletnoye,RU,51.5899,39.4623,34.32,95,100,10.65,overcast clouds
620,Rawson,AR,-43.3002,-65.1023,77.18,28,0,18.86,clear sky
621,Broome,US,42.2506,-75.833,41.7,74,100,14.97,overcast clouds
622,Goure,NE,13.9835,10.2704,64.02,16,0,9.28,clear sky
623,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.91,87,85,7.18,overcast clouds
624,Coihaique,CL,-45.5752,-72.0662,55.35,47,0,12.66,clear sky
625,Bar-Le-Duc,FR,48.75,5.1667,37.78,96,0,3.38,clear sky
626,Boralday,KZ,43.3578,76.8594,35.46,93,100,4.47,mist
627,Ossora,RU,59.2353,163.0719,12.4,80,1,5.46,clear sky
628,Vanderhoof,CA,54.0166,-124.0198,33.69,75,99,8.77,overcast clouds
629,Tessalit,ML,20.1986,1.0114,68.32,22,100,8.81,overcast clouds
630,Byron Bay,AU,-28.65,153.6167,84.7,53,0,13.0,clear sky
631,Jambi,ID,-1.6,103.6167,78.3,83,100,1.95,overcast clouds
632,Mbigou,GA,-1.9005,11.906,68.4,99,100,2.26,light rain
633,General Roca,AR,-39.0333,-67.5833,84.61,32,78,3.76,broken clouds
634,Chicama,PE,-7.8447,-79.1469,64.94,82,65,6.31,broken clouds
635,Batsfjord,NO,70.6345,29.7185,26.53,86,20,17.27,few clouds
636,Lethem,GY,3.3803,-59.7968,77.77,79,47,6.4,scattered clouds
637,Mayumba,GA,-3.432,10.6554,75.88,92,100,8.59,moderate rain
638,Baker City,US,44.7749,-117.8344,44.64,65,0,6.91,clear sky
639,Valdez,EC,1.2492,-78.9831,76.8,81,100,10.02,overcast clouds
640,Fuerte,PH,17.5381,120.3644,82.54,77,45,4.0,scattered clouds
641,Rehoboth,NA,-23.3167,17.0833,72.73,17,97,5.95,overcast clouds
642,Fengzhen,CN,40.4394,113.1536,22.19,20,98,7.07,overcast clouds
643,Erzin,TR,36.9559,36.2,54.34,84,100,1.72,overcast clouds
644,Nishiwaki,JP,34.9833,134.9667,58.32,65,100,3.24,overcast clouds
645,Veraval,IN,20.9,70.3667,71.71,39,0,10.0,clear sky
646,Xinye,CN,32.5186,112.3522,58.69,62,0,7.29,clear sky
647,Beitbridge,ZW,-22.2167,30.0,75.18,71,74,16.37,broken clouds
648,Aykhal,RU,66.0,111.5,-26.36,100,93,3.33,overcast clouds
649,Anloga,GH,5.7947,0.8973,80.96,81,65,12.86,broken clouds
650,Victor Harbor,AU,-35.5667,138.6167,80.28,31,94,18.23,light rain
651,Kasangulu,CD,-4.5911,15.1708,70.79,98,100,2.21,moderate rain
652,Myrtle Beach,US,33.6891,-78.8867,60.03,84,0,5.75,clear sky
653,Katobu,ID,-4.9408,122.5276,83.5,78,85,2.46,overcast clouds
654,Cairns,AU,-16.9167,145.7667,93.07,68,75,6.91,light rain
655,Naze,JP,28.3667,129.4833,67.12,85,100,17.07,light rain
656,Anaconda,US,46.1285,-112.9423,31.19,84,100,6.78,overcast clouds
657,Babanka,UA,48.7097,30.4483,35.8,96,100,12.5,overcast clouds
658,Matay,EG,28.419,30.7792,60.6,62,0,7.2,clear sky
659,Vardo,NO,70.3705,31.1107,26.58,86,75,17.27,broken clouds
660,San Quintin,MX,30.4833,-115.95,63.88,38,0,6.02,clear sky
661,Tsumeb,NA,-19.2333,17.7167,72.68,48,63,4.79,light rain
662,Skiathos,GR,39.1623,23.4909,59.16,53,1,19.46,clear sky
663,Umm Kaddadah,SD,13.6017,26.6876,63.82,20,10,14.61,clear sky
664,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,23,9.31,few clouds
665,Raga,SS,8.4596,25.678,73.22,24,21,5.55,few clouds
666,Amahai,ID,-3.3333,128.9167,84.63,64,100,2.39,overcast clouds
667,Ca Mau,VN,9.1769,105.15,80.53,83,88,3.02,overcast clouds
668,Bukama,CD,-9.2,25.85,68.43,97,100,3.0,moderate rain
669,Saint Anthony,US,45.0205,-93.218,44.74,72,0,9.22,clear sky
670,Turukhansk,RU,65.8167,87.9833,-29.22,100,100,1.5,overcast clouds
671,Brainerd,US,46.358,-94.2008,41.25,70,0,10.36,clear sky
672,Uusikaupunki,FI,60.8004,21.4084,29.35,87,100,9.44,overcast clouds
673,Le Port,RE,-20.9373,55.2919,73.36,60,3,4.23,clear sky
674,Conde,BR,-7.2597,-34.9075,78.26,78,20,5.75,few clouds
675,Kerman,IR,30.2832,57.0788,53.78,29,0,1.25,clear sky
676,Ust-Kulom,RU,61.6864,53.6902,-3.44,98,5,2.71,clear sky
677,Port Augusta,AU,-32.5,137.7667,83.01,25,100,20.83,overcast clouds
678,Hamilton,US,39.1834,-84.5333,47.08,73,0,5.75,clear sky
679,Bolshaya Glushitsa,RU,50.2406,43.5908,37.87,89,100,14.2,overcast clouds
680,Brae,GB,60.3964,-1.353,49.23,87,5,21.72,light rain
681,Kovdor,RU,67.5662,30.4758,17.29,95,90,6.35,overcast clouds
682,Suntar,RU,62.1444,117.6319,-27.44,99,100,2.26,overcast clouds
683,Lieksa,FI,63.3167,30.0167,18.72,88,100,5.86,overcast clouds
684,Shyroke,UA,47.6917,33.2571,45.21,93,100,6.71,light rain
685,Bulle,CH,46.6195,7.0567,41.16,72,20,3.4,few clouds
686,Bafoulabe,ML,13.8065,-10.8321,79.29,16,100,3.38,overcast clouds
687,Balykshi,KZ,47.0667,51.8667,35.6,87,100,22.37,mist
688,Ola,RU,59.5833,151.2833,-15.86,89,4,11.99,clear sky
